Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,DaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
VA,Virginia,Southeast,Wise,40918,92.398437,5.109524,1.136254,0.340152,38528,72.7,77.4,14.6,33.2,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44,9440.44
VA,Virginia,Southeast,Wythe,29251,94.574996,2.767231,0.957756,0.424149,41132,73.3,78.7,14.3,30.3,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25,8616.25
VA,Virginia,Southeast,York,66146,74.040694,13.135464,4.417695,4.840829,81169,78.8,82.2,9,26.9,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39,4399.39
VA,Virginia,Southeast,Alexandria,146294,53.497278,21.275167,16.09248,5.966449,86419,78.5,82.5,13.1,20.7,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19,5139.19
VA,Virginia,Southeast,Bedford,69590,75.072324,20.009643,2.153648,0.658952,,75.9,80.3,12.2,33,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75,6759.75
VA,Virginia,Southeast,Bristol,17662,90.26633,5.606953,1.239137,0.678441,34099,73.5,79,14.3,29.2,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82,8352.82
VA,Virginia,Southeast,Buena Vista,6707,89.954887,5.18797,1.548872,0.43609,38331,76.3,80.5,14.1,28.3,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04,8893.04
VA,Virginia,Southeast,Charlottesville,43956,66.307073,19.192639,5.113283,6.343876,45890,74.3,79.8,15.5,26.2,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57,7559.57
VA,Virginia,Southeast,Chesapeake,228417,60.416545,29.343546,4.36796,2.830218,66625,75.7,80.3,10.8,31.2,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05,6534.05
VA,Virginia,Southeast,Colonial Heights,17479,80.523807,9.947734,3.871116,3.273792,52355,75.3,79.9,12.4,26.3,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43,7288.43
VA,Virginia,Southeast,Covington,5771,83.123637,12.4308,1.543365,0.553598,36503,73.4,78.2,14.7,29.4,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67,9110.67
VA,Virginia,Southeast,Danville,42996,46.700732,48.136105,2.89165,0.915109,33646,69.6,77.1,14.3,35,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79,11188.79
VA,Virginia,Southeast,Emporia,5740,31.179349,62.173106,4.420449,0.725494,33160,71.6,76.2,15.6,32.2,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48,11749.48
VA,Virginia,Southeast,Fairfax,1118602,61.373809,4.564591,15.758919,15.080877,94067,81.7,84.5,10.9,22.7,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91,3616.91
VA,Virginia,Southeast,Falls Church,13229,73.734998,4.240999,8.992864,9.325332,125635,80.4,83.5,4.6,26.4,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41,5628.41
VA,Virginia,Southeast,Franklin,56411,38.837101,56.711722,1.642974,0.734095,38583,75.6,80.3,15.6,34.3,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32,7817.32
VA,Virginia,Southeast,Fredericksburg,27307,60.775756,22.099152,10.73458,2.758791,51195,73.3,79.2,13.1,29.6,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23,8500.23
VA,Virginia,Southeast,Galax,6908,78.117012,5.779608,14.044306,0.525419,33182,73.7,78,17.2,28.7,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14,9128.14
VA,Virginia,Southeast,Hampton,136836,40.952152,48.661195,4.541023,2.146454,47615,73.4,79.7,13.3,32.1,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45,8068.45
VA,Virginia,Southeast,Harrisonburg,50981,72.353518,5.951261,15.67036,3.48571,38541,75.8,80.3,18.7,26.9,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97,6338.97
VA,Virginia,Southeast,Hopewell,22348,53.140631,36.368465,6.551281,0.770218,40122,70.6,76.6,14.8,34.1,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97,10557.97
VA,Virginia,Southeast,Lexington,6998,82.462369,9.485941,3.848339,2.172678,40829,76.3,80.5,15,27.2,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24,6362.24
VA,Virginia,Southeast,Lynchburg,77113,62.955219,29.091679,3.043616,2.450773,40065,74.9,79.1,13.3,29.8,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15,6875.15
VA,Virginia,Southeast,Manassas,40605,47.576743,12.968985,31.400545,4.920547,72510,76.5,80.8,19.7,27.5,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62,5508.62
VA,Virginia,Southeast,Manassas Park,15798,42.52785,12.499124,32.543964,8.834863,73065,76.5,80.8,20.7,29.7,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45,4760.45
VA,Virginia,Southeast,Martinsville,13733,48.527603,44.794154,3.993922,0.918892,29971,71.4,77.8,14.3,33.4,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79,12153.79
VA,Virginia,Southeast,Newport News,180726,46.012317,39.689795,7.519962,2.688151,48440,73.9,79.3,13.1,34.1,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7,8004.7
VA,Virginia,Southeast,Norfolk,245782,44.259338,42.195525,6.649012,3.237604,42567,72.7,77.4,15,31.4,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49,9491.49
VA,Virginia,Southeast,Norton,4068,87.872663,6.316321,1.718039,1.414856,31620,72.7,77.4,12.6,27.9,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73,9180.73
VA,Virginia,Southeast,Petersburg,31973,15.120296,78.405305,3.750771,0.811228,32749,67.8,73.7,15.2,38.3,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12,14478.12
VA,Virginia,Southeast,Poquoson,12097,93.8107,0.641975,1.81893,2.131687,84213,78.8,82.2,8.5,26.5,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32,5196.32
VA,Virginia,Southeast,Portsmouth,96470,40.326582,52.679123,3.055425,1.040456,43045,71.4,77,13.6,36.9,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44,10102.44
VA,Virginia,Southeast,Radford,16685,85.781326,7.69137,2.346416,1.529742,34267,74.5,78.9,12.3,29.4,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79,7553.79
VA,Virginia,Southeast,Richmond,9059,39.083021,50.07688,6.269404,2.291224,42074,74.4,79.1,17.2,29.6,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3,7603.3
VA,Virginia,Southeast,Roanoke,92901,61.878556,28.089702,5.508492,1.727265,40735,77,81.1,9.7,34.4,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98,5929.98
VA,Virginia,Southeast,Salem,24970,87.303443,6.983308,2.423192,1.604709,54195,73.9,80.1,12,23.9,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61,7974.61
VA,Virginia,Southeast,Staunton,23921,82.472838,12.039923,2.160364,0.766445,42552,74,79.5,13.5,27.5,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24,7624.24
VA,Virginia,Southeast,Suffolk,85181,50.876633,42.290004,2.855116,1.565289,60735,74.5,78.5,10.7,29.9,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69,7268.69
VA,Virginia,Southeast,Virginia Beach,447021,64.491751,18.997977,6.618127,6.007388,67676,77.4,81.4,11.2,27.1,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18,5718.18
VA,Virginia,Southeast,Waynesboro,21107,79.520137,10.358945,6.364848,0.733124,44843,73.6,77.9,13.6,30,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83,8184.83
VA,Virginia,Southeast,Williamsburg,15167,70.74211,13.633779,6.688939,5.700881,46954,78.7,82.8,13.4,27.4,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63,8305.63
VA,Virginia,Southeast,Winchester,26881,69.018815,10.620921,15.421898,2.285998,44537,73.9,78.8,18.1,26.5,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93,8473.93
WA,Washington,West,Adams,19005,38.776164,0.250961,59.264203,0.52862,47423,74.8,79.6,18.2,33.2,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12,7210.12
WA,Washington,West,Asotin,21888,92.614346,0.411599,2.973685,0.527216,44055,76.2,81.6,10.5,32.4,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73,6213.73
WA,Washington,West,Benton,182398,74.460117,1.159399,18.664551,2.637903,58750,77.5,81.4,10.9,31.4,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97,5499.97
WA,Washington,West,Chelan,73687,70.669261,0.244296,25.827778,0.786717,49174,78.2,82.1,13.4,26.4,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03,5029.03
WA,Washington,West,Clallam,71863,84.589099,0.781469,5.079547,1.390678,47185,75.4,81.4,13.3,27.3,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22,7934.22
WA,Washington,West,Clark,438287,81.763811,1.886624,7.562012,4.061472,61747,77.9,81.2,10.3,30,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4,5520.4
WA,Washington,West,Columbia,3995,89.480137,0.294262,6.228543,0.564002,45465,77.5,82.2,11.7,32.2,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35,6880.35
WA,Washington,West,Cowlitz,101996,85.758227,0.558539,7.787325,1.43736,44235,74.9,79.5,11.2,32.4,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13,7426.13
WA,Washington,West,Douglas,39350,67.835862,0.221176,28.656553,0.699956,51151,77.3,81.1,16.3,29.4,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3,5628.3
WA,Washington,West,Ferry,7705,74.983446,0.238379,3.363793,0.688651,39992,76.6,80.4,16.5,27.4,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63,10147.63
WA,Washington,West,Franklin,85845,43.248084,1.713087,51.180226,1.770659,55006,77.1,80.7,17.5,31.5,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81,5679.81
WA,Washington,West,Garfield,2228,92.762577,0,4.015887,1.676964,46404,77.5,82.2,8.8,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,West,Grant,91723,57.300269,0.796679,38.333707,0.878591,50388,75.8,80.7,16.7,35,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96,6636.96
WA,Washington,West,Grays Harbor,71692,81.434675,1.046746,8.61574,1.366815,43205,73.9,78.9,14.4,36.5,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36,8327.36
WA,Washington,West,Island,79177,83.062441,2.090286,5.470919,4.301582,59358,79.8,82.9,10,26.3,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56,4548.56
WA,Washington,West,Jefferson,29854,89.317756,0.793385,2.838779,1.539904,50964,78.5,81.9,10.9,23.3,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73,5582.73
WA,Washington,West,King,2007440,64.792267,6.023356,8.925726,14.499891,75738,79.3,83.3,8.7,22.3,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73,4735.73
WA,Washington,West,Kitsap,254991,79.139341,2.520179,6.246093,4.810997,61898,77.3,80.8,8.3,29.5,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4,5786.4
WA,Washington,West,Kittitas,41672,86.066235,0.828547,7.628009,1.943053,48127,77.6,81.9,12.2,27.5,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61,4134.61
WA,Washington,West,Klickitat,20699,83.777931,0.206713,10.685107,0.600453,49348,77.7,82.2,14.8,25.7,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53,6887.53
WA,Washington,West,Lewis,75621,85.986349,0.490358,8.650189,0.852164,44243,75.8,80.5,13,33.1,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54,6712.54
WA,Washington,West,Lincoln,10437,93.576159,0.236518,2.261116,0.38789,49955,76.6,80.4,10.3,33,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91,7999.91
WA,Washington,West,Mason,60832,82.948648,1.003311,7.980362,1.140052,52313,76.5,81,13.4,32.7,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31,7114.31
WA,Washington,West,Okanogan,41275,68.317121,0.31858,17.575389,0.542315,37782,74.5,80.6,18.6,28.9,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86,8254.86
WA,Washington,West,Pacific,20575,84.60325,0.320268,8.016252,2.026769,40189,75.4,79.4,14.7,35.3,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16,9609.16
WA,Washington,West,Pend Oreille,12980,89.816168,0.384586,3.007461,0.561495,42579,75.6,80.3,11.8,27,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77,7849.77
WA,Washington,West,Pierce,811681,70.314691,6.468107,9.160804,5.849917,60397,76.2,80.3,10.8,31,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03,6718.03
WA,Washington,West,San Juan,15824,90.227662,0.310736,5.434714,1.135139,54721,77.9,81.6,14.8,17.9,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088
WA,Washington,West,Skagit,118222,76.726461,0.547472,16.859565,1.732235,51395,77.3,80.7,13.5,28.4,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57,6096.57
WA,Washington,West,Skamania,11187,89.625881,0.397614,4.997289,0.867522,52673,77.7,82.2,10.1,30.1,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73,6962.73
WA,Washington,West,Snohomish,733036,74.272817,2.425088,9.006848,8.79811,71890,77.9,81.6,9.8,28.6,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19,5235.19
WA,Washington,West,Spokane,475735,86.717061,1.637024,4.511683,2.079491,50083,76.6,80.3,9.6,28.4,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63,6600.63
WA,Washington,West,Stevens,43538,87.893685,0.333096,2.722198,0.537548,43823,75.6,80.3,13.2,30.3,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39,7968.39
WA,Washington,West,Thurston,258332,78.893144,2.544953,7.050947,5.081978,61653,78.1,81.6,9.6,28.6,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1,5495.1
WA,Washington,West,Wahkiakum,3993,92.458522,0.201106,2.714932,0.553042,51022,75.4,79.4,12.1,33.4,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85,5644.85
WA,Washington,West,Walla Walla,59404,74.180432,1.708035,19.722359,1.247002,49819,76.8,81,13.5,26.1,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67,6147.67
WA,Washington,West,Whatcom,205262,81.870836,0.88943,7.83335,3.474197,53733,78.6,83.1,11.9,23.3,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67,5117.67
WA,Washington,West,Whitman,46606,82.097552,1.610238,4.556012,7.702787,41837,77.5,82.2,9.5,24.2,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95,4341.95
WA,Washington,West,Yakima,246977,47.701157,0.716603,45.006599,0.96986,44342,75,80.2,18.3,29.1,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5,7678.5
WV,West Virginia,Southeast,Barbour,16493,96.479595,0.723371,0.578697,0.204955,35615,73.8,78.4,11.6,34.7,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06,8475.06
WV,West Virginia,Southeast,Berkeley,107098,85.801918,6.944484,3.802475,0.825582,56737,74,78.8,10.8,35.7,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28,8260.28
WV,West Virginia,Southeast,Boone,24478,98.339356,0.495351,0.393845,0.085265,37625,68.8,75.9,9.5,35.4,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46,12529.46
WV,West Virginia,Southeast,Braxton,14468,97.817255,0.406252,0.461337,0.165255,33817,73.3,77.9,11.9,31.2,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8,8849.8
WV,West Virginia,Southeast,Brooke,23853,96.55989,1.134239,0.67722,0.394699,43572,73.8,78.6,9,34.9,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07,8257.07
WV,West Virginia,Southeast,Cabell,96974,90.864731,4.897268,1.085975,0.96658,34887,71,78,9.9,33.3,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96,9969.96
WV,West Virginia,Southeast,Calhoun,7607,97.875967,0.19667,0.747345,0.157336,32162,73.7,78.4,12,34.5,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43,7732.43
WV,West Virginia,Southeast,Clay,9297,98.476454,0.063925,0.351587,0.074579,32961,73.3,77.9,11.7,36.3,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06,10118.06
WV,West Virginia,Southeast,Doddridge,8178,96.634967,1.353328,0.475494,0.17069,41838,74.6,78,10.6,35.3,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32,5856.32
WV,West Virginia,Southeast,Fayette,45869,92.884294,4.554834,0.873173,0.193314,36739,70,75.8,11.7,34.5,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91,12348.91
WV,West Virginia,Southeast,Gilmer,8732,79.972392,12.055677,5.67123,0.391119,32705,73.7,78.4,12.1,39,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08,7246.08
WV,West Virginia,Southeast,Grant,11816,97.327637,0.603167,1.005278,0.150792,41039,74.7,80.2,11.4,36.9,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32,8599.32
